"be made up of sth","何かでできている","B2"
"be surrounded by sb/sth","誰か/何かに囲まれる","B2"
"be to blame","責任がある","B2"
"be to blame for sth","何かのせいになる","B2"
"both sides","両側","B2"
"both sides of the argument","議論の両側","B2"
"on both sides","両側に","B2"
"bound to do sth","何かをしなければならない","B2"
"bound to be sth","必ず何かがある","B2"
"bring sb up","誰かを持ち上げる","B2"
"by now","今頃","B2"
"call for sth","何かを求める","B2"
"case study","ケーススタディ","B2"
"come across sb/sth","誰か/何かに出会う","B2"
"come true","叶う","B2"
"a dream come true","夢が叶う","B2"
"concerned about sth","何かが気になる","B2"
"concerned with sth","何かに関心がある","B2"
"confidence in sb/sth","誰か/何かに対する信頼","B2"
"contribute to sth","何かに貢献する","B2"
"control over sb/sth","誰か/何かをコントロールする","B2"
"cope with sth","何かに対処する","B2"
"decline in sth","何かの衰退","B2"
"a decline in student numbers","学生数の減少","B2"
"dependent on sb/sth","誰か/何かに依存している","B2"
"despite the fact that…","という事実にもかかわらず…","B2"
"draw attention to sb/sth","誰か/何かに注意を引く","B2"
"engage in sth","何かに取り組む","B2"
"engaged in sth","何かに取り組んでいる","B2"
"ever since(…)","それ以来(…)","B2"
"exposure to sth","何かにさらされる","B2"
"far from sth","何かから遠く離れた","B2"
"far from doing sth","何かをするどころか","B2"
"figure sb/sth out","誰か/何かを見つけ出す","B2"
"find yourself doing sth","自分が何かをしていることに気づく","B2"
"get in","入れ","B2"
"get into sth","何かに夢中になる","B2"
"The train got in late.","電車は遅れて到着した。","B2"
"get over sth/sb","何か/誰かを乗り越える","B2"
"You’ll get over it.","きっと乗り越えられるでしょう。","B2"
"get rid of sb/sth","誰か/何かを取り除く","B2"
"go off","出発します","B2"
"She went off to get a drink.","彼女は飲み物を取りに出かけました。","B2"
"A bomb went off.","爆弾が爆発した。","B2"
"The alarm went off.","警報が鳴りました。","B2"
"The lights went off.","明かりが消えた。","B2"
"go on to do sth","何かをし続ける","B2"
"go through sth","何かを通過する","B2"
"had better","もっと良かった","B2"
"hang on","ちょっとまって","B2"
"human being","人間","B2"
"human rights","人権","B2"
"if only…","できれば…","B2"
"I have to say…","言わなければなりません…","B2"
"in action","活動中","B2"
"in advance","あらかじめ","B2"
"in an attempt to do sth","何かをしようとして","B2"
"in part","部分的に","B2"
"in place","その場で","B2"
"in relation to sb/sth","誰か/何かとの関係で","B2"
"in spite of sth","何かにもかかわらず","B2"
"in the first place","そもそも","B2"
"in the near future","近い将来に","B2"
"in turn","順番に","B2"
"investment in sth","何かへの投資","B2"
"I would say...","私なら...","B2"
"loads of sb/sth","誰か/何かがたくさん","B2"
"mental health","メンタルヘルス","B2"
"more or less","多かれ少なかれ","B2"
"no doubt","間違いない","B2"
"no matter…","関係ない…","B2"
"no matter how…","どうやっても…","B2"
"no matter what…","何があっても…","B2"
"nothing but","ただ","B2"
"on board","機内で","B2"
"once again","もう一度","B2"
"one another","お互いに","B2"
"on the basis of sth","何かに基づいて","B2"
"on the one hand","一方では","B2"
"opposed to sth","何かに反対する","B2"
"or so","とか","B2"
"other than","以外の","B2"
"potential for sth","何かの可能性","B2"
"pretty much","かなり","B2"
"prior to","先立って","B2"
"prove to be sth","何かであることを証明する","B2"
"put sth forward","何かを前に出す","B2"
"put sth together","何かをまとめる","B2"
"quality of life","生活の質","B2"
"ranging from","からの範囲","B2"
"prices ranging from €25 to €60","価格は25ユーロから60ユーロまで","B2"
"regarded as sth","何かとみなされる","B2"
"relevant to sb/sth","誰か/何かに関連する","B2"
"rely on sb/sth","誰か/何かに依存する","B2"
"role model","ロールモデル","B2"
"set out","出発する","B2"
"short of sth","何かが足りない","B2"
"so as to do sth","何かをするために","B2"
"something like…","みたいな…","B2"
"sort sb/sth/yourself out","誰か/何か/自分自身を整理する","B2"
"stick to sth","何かに固執する","B2"
"subject to sth","何かの対象となる","B2"
"sum up","要約する","B2"
"sum sth up","何かを要約する","B2"
"take advantage of sb/sth","誰か/何かを利用する","B2"
"take sth into account","何かを考慮に入れる","B2"
"take over","引き継ぐ","B2"
"take over from sb","誰かから引き継ぐ","B2"
"that is","つまり","B2"
"the vast majority of sth","何かの大部分","B2"
"turn into sth","何かに変わる","B2"
"up to sb","誰かまで","B2"
"when it comes to sth","何かのことになると","B2"
"when it comes to doing sth","何かをするとき","B2"
"whether or not…","どうか…","B2"
"would rather…","むしろ…","B2"
"above all","何よりも","C1"
"all but","以外のすべて","C1"
"all the more","ますます","C1"
"as far as sb/sth is concerned","誰か/何かに関する限り","C1"
"as of…","現在…","C1"
"as opposed to","とは対照的に","C1"
"as such","そのような","C1"
"as to sth","何かについて","C1"
"as to how…","どのようにして…","C1"
"as to whether…","…かどうかについては","C1"
"at the expense of sb/sth","誰か/何かを犠牲にして","C1"
"at the hands of sb","誰かの手で","C1"
"back and forth","行ったり来たり","C1"
"bear sb/sth in mind","誰か/何かのことを心に留めておいてください","C1"
"bear in mind that…","心に留めておいてください…","C1"
"keep sb/sth in mind","誰か/何かのことを心に留めておいてください","C1"
"keep in mind that…","覚えておいてください…","C1"
"be attributed to sb","誰かのせいだとされる","C1"
"be entitled to sth","何かを得る権利がある","C1"
"be found to do sth","何かをしていることが見つかる","C1"
"be meant to do sth","何かをするつもりである","C1"
"be reported to be sth","何かがあると報道される","C1"
"be reported to have sth","何かを持っていると報告される","C1"
"be said to be sth","何かと言われる","C1"
"be said to have sth","何かを持っていると言われる","C1"
"bring sth about","何かをもたらす","C1"
"bring sth up","何かを持ち出す","C1"
"by means of sth","何かを使って","C1"
"by no means","決して","C1"
"call on sb","誰かに電話してください","C1"
"call on sb to do sth","誰かに何かをするよう呼びかける","C1"
"consistent with sth","何かと一致する","C1"
"dedicated to sth","何かに専念する","C1"
"deprive sb/sth of sth","誰か/何かから何かを奪う","C1"
"dispose of sb/sth","誰か/何かを処分する","C1"
"follow sth up","何かをフォローアップする","C1"
"for that matter","それに関しては","C1"
"for the benefit of sb","誰かの利益のために","C1"
"for the sake of sb/sth","誰か/何かのために","C1"
"get away with sth","何かをして逃げる","C1"
"given that…","とすれば…","C1"
"have sb/sth in mind","誰か/何かを念頭に置いている","C1"
"have sb/sth in mind for sth","誰か/何かが何かについて考えている","C1"
"have nothing to do with sb/sth","誰か/何かとは何の関係もない","C1"
"be nothing to do with sb/sth","誰か/何かと関係がないこと","C1"
"in accordance with sth","何かに従って","C1"
"in any case","いかなる場合でも","C1"
"in a position to do sth","何かをする立場にある","C1"
"in conjunction with sb/sth","誰か/何かと一緒に","C1"
"in connection with sb/sth","誰か/何かとのつながりで","C1"
"in effect","事実上","C1"
"in full","完全に","C1"
"in line with sth","何かに合わせて","C1"
"in practice","実際に","C1"
"in respect of sth","何かに関して","C1"
"in such a way (that)…","あんなふうに（あれで）…","C1"
"in the absence of sb/sth","誰か/何かがいないときに","C1"
"in the course of…","その過程で…","C1"
"in the event of sth","何かがあった場合に","C1"
"in the face of sth","何かに直面して","C1"
"in the hands of sb","誰かの手の中で","C1"
"in the light of sth","何かの光の中で","C1"
"in light of sth","何かを踏まえて","C1"
"in the meantime","その間に","C1"
"in the midst of sth","何かの最中に","C1"
"in the presence of sb","誰かの前で","C1"
"in the presence of sth","何かの存在下で","C1"
"in the wake of sb/sth","誰か/何かをきっかけに","C1"
"involvement in sth","何かに関わること","C1"
"let alone","ましてや","C1"
"little more than…","あと少し…","C1"
"live on sth","何かに頼って生きている","C1"
"may well","たぶん","C1"
"nothing like","何も似ていない","C1"
"not to mention","言うまでもなく","C1"
"on behalf of sb","誰かの代わりに","C1"
"on the part of sb","誰かの側で","C1"
"over the course of…","そのうちに…","C1"
"put it","それを置きます","C1"
"How shall I put it?","どう言えばいいでしょうか？","C1"
"seek to do sth","何かをしようと努める","C1"
"set to do sth","何かをするように設定する","C1"
"the extent to which…","どの程度…","C1"
"to date","現在まで","C1"
"his best work to date","これまでの彼の最高の作品","C1"
"up against sth","何かに対して","C1"
"with regard to sb/sth","誰か/何かに関して","C1"
"with respect to sth","何かに関して","C1"
"with the exception of sb/sth","誰か/何かを除いて","C1"
